city,data,weather,tem_higher,tem_lower
北宁,9日（周二）,晴,-3,-12℃
北宁,10日（周三）,晴,-4,-11℃
北宁,11日（周四）,晴,-4,-10℃
北宁,12日（周五）,晴转多云,0,-5℃
义县,6日（今天）,晴,2,-15℃
义县,7日（明天）,多云转小雪,1,-12℃
义县,6日（今天）,晴,0,-13℃
义县,7日（明天）,多云转小雪,2,-10℃
黑山,8日（后天）,多云转晴,-1,-15℃
黑山,9日（周二）,晴,-3,-17℃
黑山,10日（周三）,晴,-4,-17℃
黑山,11日（周四）,晴,-4,-16℃
黑山,12日（周五）,晴转多云,0,-13℃
黑山,8日（后天）,多云转晴,-1,-14℃
黑山,9日（周二）,晴,-3,-17℃
黑山,10日（周三）,晴,-4,-16℃
黑山,11日（周四）,晴,-4,-14℃
黑山,12日（周五）,晴转多云,0,-9℃
黑山,27日（今天）,多云,12,-3℃
黑山,28日（明天）,多云,13,-1℃
黑山,6日（今天）,晴,-4,-14℃
北镇,29日（后天）,多云,14,-2℃
北镇,30日（周四）,晴,11,-4℃
北镇,31日（周五）,晴,13,-2℃
北镇,1日（周六）,晴转多云,15,0℃
北镇,2日（周日）,多云,17,0℃
北镇,6日（今天）,晴,-4,-14℃
北镇,7日（明天）,多云转小雪,3,-10℃
北镇,8日（后天）,中雪转小雪,-2,-14℃
北镇,9日（周二）,多云转晴,-7,-18℃
北镇,7日（明天）,多云转小雪,3,-10℃
北镇,8日（后天）,中雪转小雪,-2,-14℃
北镇,9日（周二）,多云转晴,-7,-18℃
北镇,10日（周三）,晴,-11,-20℃
北镇,11日（周四）,晴,-11,-20℃
北镇,12日（周五）,晴转多云,-5,-17℃
营口,6日（今天）,晴,-1,-13℃
营口,7日（明天）,多云转小雪,2,-7℃
营口,8日（后天）,多云转晴,-1,-14℃
营口,9日（周二）,晴,-3,-17℃
营口,10日（周三）,晴,-4,-16℃
营口,6日（今天）,晴转多云,-4,-18℃
营口,6日（今天）,晴转多云,-4,-19℃
营口,6日（今天）,晴,-4,-15℃
营口,6日（今天）,晴,-5,-18℃
营口,7日（明天）,多云转小雪,0,-12℃
营口,10日（周三）,晴,-11,-20℃
营口,11日（周四）,晴,-11,-20℃
营口,12日（周五）,晴转多云,-5,-17℃
营口,6日（今天）,晴,2,-13℃
营口,7日（明天）,多云转小雪,1,-11℃
大石,11日（周四）,晴,-4,-15℃
大石,12日（周五）,晴,0,-9℃
大石,7日（明天）,多云转中雪,1,-13℃
大石,8日（后天）,中雪转阵雪,-3,-20℃
大石,9日（周二）,多云转晴,-8,-23℃
大石,10日（周三）,晴,-9,-25℃
大石,11日（周四）,晴,-8,-23℃
大石,12日（周五）,晴,-6,-20℃
大石,7日（明天）,多云转中雪,1,-13℃
大石,8日（后天）,中雪转阵雪,-3,-20℃
大石,9日（周二）,多云转晴,-8,-23℃
大石,10日（周三）,晴,-9,-25℃
大石,11日（周四）,晴,-8,-24℃
大石,12日（周五）,晴转多云,-6,-21℃
大石,7日（明天）,多云转小雪,2,-11℃
大石,8日（后天）,中雪转小雪,-2,-15℃
大石,9日（周二）,多云转晴,-8,-19℃
大石,10日（周三）,晴,-12,-21℃
大石,11日（周四）,晴,-11,-21℃
大石,12日（周五）,晴转阴,-6,-18℃
大石,8日（后天）,中雪转小雪,0,-15℃
大石,9日（周二）,多云转晴,-7,-19℃
大石,10日（周三）,晴,-12,-21℃
大石,11日（周四）,晴,-11,-21℃
大石,12日（周五）,晴转雪,-6,-19℃
大石,6日（今天）,晴,0,-16℃
大石,7日（明天）,多云转中雪,0,-13℃
大石,8日（后天）,小雪转多云,-1,-17℃
大石,9日（周二）,晴,-7,-20℃
大石,8日（后天）,多云,1,-15℃
大石,9日（周二）,晴,-4,-18℃
大石,10日（周三）,晴,-9,-21℃
大石,11日（周四）,晴,-9,-21℃
大石,12日（周五）,晴转多云,-6,-19℃
盖州,6日（今天）,多云,1,-10℃
盖州,7日（明天）,多云,3,-7℃
盖州,6日（今天）,晴,2,-9℃
盖州,7日（明天）,多云转小雪,1,-7℃
盖州,8日（后天）,多云,2,-12℃
盖州,9日（周二）,晴,-3,-15℃
盖州,6日（今天）,晴,2,-11℃
盖州,7日（明天）,多云转小雪,1,-10℃
盖州,8日（后天）,多云,2,-13℃
盖州,9日（周二）,晴,-3,-16℃
盖州,10日（周三）,晴,-8,-19℃
盖州,6日（今天）,多云,0,-11℃
盖州,7日（明天）,多云,2,-8℃
盖州,8日（后天）,多云,-1,-13℃
盖州,9日（周二）,多云转晴,-3,-17℃
盖州,10日（周三）,晴,-5,-17℃
盖州,6日（今天）,晴,2,-9℃
盖州,7日（明天）,多云转小雪,1,-7℃
盖州,8日（后天）,多云,2,-12℃
盖州,9日（周二）,晴,-3,-15℃
盖州,6日（今天）,多云,0,-14℃
盖州,7日（明天）,多云,2,-12℃
盖州,8日（后天）,多云,-1,-17℃
盖州,6日（今天）,多云,1,-10℃
盖州,7日（明天）,多云,3,-7℃
盖州,8日（后天）,多云,0,-12℃
盖州,9日（周二）,多云转晴,-2,-16℃
盖州,10日（周三）,晴,-11,-23℃
盖州,11日（周四）,晴,-11,-23℃
盖州,12日（周五）,晴转多云,-7,-21℃
阜新,8日（后天）,多云,0,-12℃
阜新,9日（周二）,多云转晴,-2,-16℃
阜新,10日（周三）,晴,-4,-16℃
阜新,11日（周四）,晴,-6,-16℃
阜新,12日（周五）,晴转多云,-2,-14℃
阜新,10日（周三）,晴,-8,-18℃
阜新,11日（周四）,晴,-8,-18℃
阜新,12日（周五）,晴转多云,-4,-16℃
阜新,11日（周四）,晴,-8,-19℃
阜新,12日（周五）,晴转多云,-4,-17℃
阜新,11日（周四）,晴,-7,-17℃
阜新,12日（周五）,晴转多云,-2,-15℃
阜新,10日（周三）,晴,-8,-18℃
阜新,11日（周四）,晴,-8,-18℃
阜新,12日（周五）,晴转多云,-4,-16℃
阜新,9日（周二）,多云转晴,-3,-21℃
阜新,10日（周三）,晴,-5,-20℃
阜新,11日（周四）,晴,-7,-20℃
阜新,12日（周五）,晴转多云,-3,-17℃
阜新,10日（周三）,晴,-4,-16℃
阜新,11日（周四）,晴,-6,-16℃
阜新,12日（周五）,晴转多云,-2,-14℃
彰武,6日（今天）,多云,0,-14℃
辽阳,7日（明天）,多云,2,-12℃
辽阳,8日（后天）,多云,-1,-17℃
辽阳,9日（周二）,多云转晴,-3,-21℃
辽阳,10日（周三）,晴,-5,-20℃
辽阳,11日（周四）,晴,-7,-20℃
辽阳,12日（周五）,晴转多云,-3,-16℃
建平,6日（今天）,霾转多云,-1,-11℃
盘锦,7日（明天）,多云转小雪,2,-4℃
盘锦,8日（后天）,多云转晴,-1,-11℃
盘锦,9日（周二）,晴,-3,-15℃
盘锦,10日（周三）,晴,-7,-17℃
盘锦,11日（周四）,晴,-9,-16℃
盘锦,12日（周五）,晴,-2,-11℃
大洼,6日（今天）,多云,-1,-9℃
大洼,7日（明天）,多云,1,-6℃
大洼,8日（后天）,多云,-2,-11℃
大洼,9日（周二）,多云转晴,-4,-15℃
大洼,6日（今天）,霾转多云,-1,-12℃
大洼,7日（明天）,多云转小雪,2,-5℃
盘山,10日（周三）,晴,-6,-16℃
盘山,11日（周四）,晴,-8,-16℃
盘山,12日（周五）,晴转多云,-2,-14℃
盘山,6日（今天）,霾转多云,-1,-11℃
盘山,8日（后天）,多云转晴,-1,-11℃
盘山,9日（周二）,晴,-3,-15℃
盘山,10日（周三）,晴,-7,-17℃
盘山,11日（周四）,晴,-9,-16℃
盘山,12日（周五）,晴,-2,-11℃
葫芦,7日（明天）,多云转小雪,3,-5℃
葫芦,8日（后天）,多云转晴,-1,-11℃
葫芦,9日（周二）,晴,-3,-15℃
葫芦,10日（周三）,晴,-7,-17℃
葫芦,11日（周四）,晴,-9,-16℃
葫芦,12日（周五）,晴,-2,-12℃
建昌,6日（今天）,晴,-3,-15℃
建昌,7日（明天）,多云转小雪,0,-12℃
建昌,6日（今天）,晴转多云,-2,-12℃
建昌,6日（今天）,晴转多云,-1,-17℃
建昌,7日（明天）,多云,2,-15℃
建昌,6日（今天）,晴转多云,-2,-12℃
建昌,6日（今天）,晴转多云,1,-15℃
建昌,7日（明天）,多云,2,-15℃
绥中,8日（后天）,多云,-4,-16℃
绥中,9日（周二）,多云转晴,-9,-18℃
绥中,10日（周三）,晴,-10,-19℃
绥中,11日（周四）,晴,-10,-20℃
绥中,12日（周五）,晴,-5,-18℃
绥中,6日（今天）,晴转多云,-3,-13℃
绥中,7日（明天）,多云转小雪,3,-9℃
绥中,8日（后天）,多云转晴,-1,-13℃
绥中,7日（明天）,多云转小雪,3,-7℃
绥中,8日（后天）,多云转晴,-1,-13℃
绥中,9日（周二）,晴,-6,-17℃
绥中,10日（周三）,晴,-9,-20℃
绥中,11日（周四）,晴,-8,-19℃
绥中,12日（周五）,晴,-4,-15℃
绥中,8日（后天）,晴,-3,-18℃
绥中,9日（周二）,晴,-5,-20℃
绥中,10日（周三）,晴,-9,-20℃
绥中,11日（周四）,晴,-9,-19℃
绥中,12日（周五）,晴转多云,-4,-17℃
绥中,7日（明天）,多云转小雪,3,-9℃
绥中,8日（后天）,多云转晴,-1,-13℃
绥中,9日（周二）,晴,-6,-17℃
绥中,8日（后天）,晴,-3,-18℃
绥中,9日（周二）,晴,-5,-20℃
绥中,10日（周三）,晴,-9,-20℃
绥中,11日（周四）,晴,-9,-19℃
绥中,12日（周五）,晴转多云,-4,-17℃
绥中,6日（今天）,晴,-3,-15℃
绥中,6日（今天）,晴,-4,-15℃
绥中,7日（明天）,多云转小雪,-1,-12℃
兴城,9日（周二）,晴,-6,-17℃
兴城,10日（周三）,晴,-9,-20℃
兴城,11日（周四）,晴,-8,-19℃
兴城,12日（周五）,晴,-4,-15℃
兴城,10日（周三）,晴,-9,-20℃
兴城,11日（周四）,晴,-8,-19℃
兴城,12日（周五）,晴转多云,-4,-15℃
兴城,6日（今天）,晴转多云,2,-13℃
兴城,6日（今天）,晴转多云,1,-12℃
兴城,7日（明天）,多云转小雪,0,-14℃
兴城,8日（后天）,多云,-4,-18℃
兴城,9日（周二）,多云转晴,-10,-20℃
兴城,10日（周三）,晴,-11,-21℃
兴城,11日（周四）,晴,-11,-22℃
兴城,12日（周五）,晴,-7,-20℃
兴城,8日（后天）,多云,-5,-17℃
兴城,9日（周二）,多云转晴,-10,-19℃
兴城,10日（周三）,晴,-11,-20℃
兴城,11日（周四）,晴,-11,-21℃
兴城,12日（周五）,晴转多云,-6,-19℃
兴城,6日（今天）,晴转多云,2,-13℃
兴城,6日（今天）,晴转多云,1,-14℃
兴城,7日（明天）,多云,2,-11℃
呼和浩特,6日（今天）,晴转多云,0,-13℃
呼和浩特,6日（今天）,晴转多云,1,-14℃
呼和浩特,7日（明天）,多云,3,-9℃
呼和浩特,8日（后天）,晴,-2,-16℃
呼和浩特,9日（周二）,晴,-4,-19℃
呼和浩特,10日（周三）,晴,-8,-20℃
呼和浩特,11日（周四）,晴,-7,-19℃
呼和浩特,12日（周五）,晴转多云,-2,-17℃
呼和浩特,7日（明天）,多云,2,-9℃
呼和浩特,8日（后天）,晴,-3,-15℃
呼和浩特,9日（周二）,晴,-5,-18℃
呼和浩特,10日（周三）,晴,-8,-20℃
呼和浩特,11日（周四）,晴,-8,-19℃
呼和浩特,12日（周五）,晴转多云,-3,-16℃
呼和浩特,6日（今天）,晴,0,-10℃
呼和浩特,6日（今天）,晴转多云,2,-13℃
呼和浩特,6日（今天）,晴,0,-12℃
呼和浩特,7日（明天）,阴,2,-6℃
呼和浩特,8日（后天）,多云,1,-11℃
呼和浩特,7日（明天）,多云,3,-9℃
呼和浩特,8日（后天）,晴,-2,-16℃
呼和浩特,9日（周二）,晴,-4,-19℃
呼和浩特,10日（周三）,晴,-8,-20℃
呼和浩特,11日（周四）,晴,-7,-19℃
呼和浩特,12日（周五）,晴转多云,-2,-17℃
呼和浩特,8日（后天）,晴,-3,-17℃
呼和浩特,9日（周二）,晴,-5,-21℃
呼和浩特,10日（周三）,晴,-9,-22℃
呼和浩特,11日（周四）,晴,-8,-21℃
呼和浩特,12日（周五）,晴,-3,-20℃
乌海,7日（明天）,多云,1,-9℃
乌海,8日（后天）,晴,-3,-16℃
乌海,9日（周二）,晴,-5,-19℃
乌海,10日（周三）,晴,-9,-21℃
乌海,11日（周四）,晴,-8,-20℃
乌海,12日（周五）,晴,-3,-18℃
乌海,7日（明天）,多云,2,-10℃
乌海,8日（后天）,晴,-3,-16℃
乌海,9日（周二）,晴,-4,-20℃
乌海,10日（周三）,晴,-8,-21℃
乌海,11日（周四）,晴,-8,-20℃
乌海,12日（周五）,晴,-3,-19℃
乌海,7日（明天）,阴,2,-5℃
乌海,8日（后天）,多云,1,-11℃
乌海,9日（周二）,晴,-2,-13℃
乌海,10日（周三）,晴,-5,-15℃
乌海,11日（周四）,晴,-7,-16℃
乌海,12日（周五）,晴转多云,-2,-11℃
乌海,7日（明天）,多云,3,-9℃
乌海,8日（后天）,晴,-2,-16℃
乌海,9日（周二）,晴,-4,-19℃
乌海,10日（周三）,晴,-8,-20℃
乌海,11日（周四）,晴,-7,-19℃
乌海,12日（周五）,晴转多云,-2,-17℃
乌海,9日（周二）,晴,-2,-13℃
乌海,10日（周三）,晴,-5,-15℃
乌海,11日（周四）,晴,-7,-16℃
乌海,12日（周五）,晴转多云,-2,-12℃
集宁,6日（今天）,晴,-4,-19℃
集宁,6日（今天）,晴,0,-10℃
集宁,7日（明天）,阴,2,-5℃
集宁,8日（后天）,多云,1,-11℃
集宁,6日（今天）,多云,0,-11℃
集宁,6日（今天）,多云,2,-13℃
卓资,7日（明天）,多云转小雪,-1,-16℃
卓资,8日（后天）,多云,-5,-21℃
卓资,9日（周二）,多云转晴,-11,-23℃
卓资,10日（周三）,晴,-12,-24℃
卓资,11日（周四）,晴,-12,-25℃
卓资,12日（周五）,晴转多云,-9,-23℃
卓资,9日（周二）,晴,-2,-13℃
卓资,10日（周三）,晴,-5,-15℃
卓资,11日（周四）,晴,-7,-16℃
卓资,12日（周五）,晴转多云,-2,-11℃
卓资,7日（明天）,阴转多云,3,-10℃
卓资,8日（后天）,晴,1,-13℃
卓资,9日（周二）,晴,-1,-14℃
卓资,10日（周三）,多云转晴,-5,-13℃
卓资,11日（周四）,晴转多云,-5,-11℃
卓资,12日（周五）,晴,-1,-10℃
卓资,7日（明天）,阴转多云,3,-12℃
卓资,8日（后天）,晴,-2,-15℃
卓资,9日（周二）,晴,-3,-17℃
卓资,10日（周三）,多云转晴,-5,-16℃
卓资,11日（周四）,晴转多云,-5,-13℃
卓资,12日（周五）,晴,-1,-11℃
化德,6日（今天）,多云,2,-11℃
化德,7日（明天）,阴转多云,4,-10℃
商都,8日（后天）,晴,1,-13℃
商都,9日（周二）,晴,1,-14℃
商都,10日（周三）,多云转晴,-3,-13℃
商都,11日（周四）,晴转多云,-4,-11℃
商都,12日（周五）,晴,0,-9℃
博克,6日（今天）,多云,0,-12℃
乌拉,6日（今天）,小雪,-4,-14℃
乌拉,7日（明天）,阴转多云,4,-10℃
乌拉,8日（后天）,晴,1,-13℃
乌拉,9日（周二）,晴,0,-14℃
乌拉,10日（周三）,多云转晴,-4,-13℃
乌拉,11日（周四）,晴转多云,-5,-11℃
乌拉,12日（周五）,晴,0,-10℃
那日,7日（明天）,阴转多云,-5,-16℃
那日,8日（后天）,多云转晴,-8,-17℃
那日,9日（周二）,晴,-7,-16℃
那日,10日（周三）,晴,-6,-16℃
那日,11日（周四）,晴,-5,-14℃
那日,12日（周五）,晴转阴,-3,-12℃
呼伦贝尔,6日（今天）,阵雪,-6,-17℃
海拉,6日（今天）,阵雪,-5,-17℃
海拉,7日（明天）,多云,-8,-21℃
海拉,8日（后天）,晴,-11,-21℃
海拉,6日（今天）,阵雪,-7,-21℃
海拉,7日（明天）,多云转阵雪,-11,-19℃
海拉,7日（明天）,多云,-7,-18℃
海拉,8日（后天）,晴,-11,-18℃
海拉,9日（周二）,多云转晴,-10,-18℃
海拉,10日（周三）,晴,-5,-18℃
海拉,11日（周四）,多云转晴,-6,-17℃
海拉,12日（周五）,多云转晴,-5,-16℃
小二,9日（周二）,多云转晴,-10,-22℃
小二,10日（周三）,晴,-7,-22℃
小二,11日（周四）,多云转晴,-5,-21℃
小二,12日（周五）,多云转阴,-5,-21℃
小二,6日（今天）,多云转阴,0,-17℃
小二,7日（明天）,多云,-1,-16℃
小二,8日（后天）,晴,-6,-19℃
小二,8日（后天）,晴,-12,-20℃
小二,9日（周二）,多云转晴,-12,-21℃
小二,10日（周三）,晴,-8,-21℃
小二,11日（周四）,多云转晴,-6,-19℃
小二,12日（周五）,多云转晴,-5,-19℃
小二,6日（今天）,小雪转多云,-4,-15℃
小二,7日（明天）,多云转晴,-6,-18℃
小二,8日（后天）,晴,-4,-19℃
小二,9日（周二）,晴,-4,-19℃
阿荣,9日（周二）,晴,-5,-20℃
阿荣,10日（周三）,阴转晴,-3,-20℃
阿荣,11日（周四）,晴,2,-17℃
阿荣,12日（周五）,晴,2,-15℃
阿荣,6日（今天）,多云转阴,-1,-16℃
阿荣,7日（明天）,阴转多云,-3,-16℃
阿荣,8日（后天）,晴,-8,-20℃
阿荣,9日（周二）,晴,-8,-20℃
阿荣,10日（周三）,晴,-1,-16℃
阿荣,11日（周四）,晴,0,-15℃
阿荣,12日（周五）,晴转阴,1,-14℃
阿荣,27日（今天）,多云转晴,10,-3℃
阿荣,28日（明天）,晴转多云,14,-1℃
阿荣,29日（后天）,晴,14,-2℃
阿荣,30日（周四）,晴,11,-2℃
阿荣,31日（周五）,多云转晴,12,-1℃
拐子,6日（今天）,阵雪,-9,-20℃
拐子,7日（明天）,多云转阵雪,-10,-19℃
拐子,10日（周三）,多云转晴,-4,-20℃
拐子,11日（周四）,晴,-2,-18℃
拐子,12日（周五）,晴,-1,-14℃
拐子,6日（今天）,多云转小雪,-9,-22℃
拐子,7日（明天）,多云转阴,-9,-22℃
拐子,8日（后天）,小雪转多云,-14,-23℃
拐子,9日（周二）,晴,-14,-24℃
拐子,10日（周三）,晴转阴,-10,-22℃
拐子,1日（周六）,晴转多云,17,0℃
拐子,2日（周日）,晴转多云,17,2℃
吉兰,8日（后天）,晴,-14,-19℃
吉兰,9日（周二）,多云转晴,-14,-20℃
吉兰,10日（周三）,晴,-10,-20℃
吉兰,11日（周四）,多云转晴,-10,-20℃
吉兰,12日（周五）,多云转晴,-7,-20℃
吉兰,6日（今天）,多云转小雪,-8,-22℃
吉兰,7日（明天）,多云转阴,-9,-21℃
吉兰,8日（后天）,小雪转多云,-13,-22℃
吉兰,27日（今天）,多云转晴,6,-6℃
吉兰,28日（明天）,阴转小雪,7,-5℃
吉兰,11日（周四）,晴,-8,-21℃
吉兰,12日（周五）,晴,-10,-19℃
头道,9日（周二）,晴,-13,-24℃
头道,10日（周三）,晴转阴,-11,-22℃
头道,11日（周四）,晴,-8,-20℃
头道,12日（周五）,晴,-6,-18℃
头道,29日（后天）,小雨转小雪,4,-7℃
头道,30日（周四）,雨夹雪转阴,4,-7℃
头道,31日（周五）,多云转晴,7,-5℃
头道,1日（周六）,晴转多云,11,-4℃
头道,2日（周日）,多云,7,-4℃
头道,27日（今天）,晴,3,-10℃
头道,28日（明天）,晴,5,-7℃
头道,29日（后天）,晴,2,-10℃
头道,30日（周四）,晴,2,-9℃
中泉,31日（周五）,晴,6,-6℃
中泉,1日（周六）,晴,9,-6℃
中泉,2日（周日）,晴,10,-6℃
孪井,6日（今天）,多云转晴,-16,-25℃
孪井,7日（明天）,多云,-16,-26℃
孪井,8日（后天）,多云,-19,-29℃
石家庄,9日（周二）,多云转晴,-23,-32℃
石家庄,10日（周三）,晴,-24,-32℃
石家庄,11日（周四）,晴,-19,-31℃
石家庄,12日（周五）,晴转阴,-18,-26℃
灵寿,6日（今天）,晴,-6,-17℃
高邑,7日（明天）,多云,-6,-17℃
高邑,8日（后天）,多云,-10,-18℃
高邑,9日（周二）,多云转晴,-13,-22℃
高邑,10日（周三）,多云转晴,-15,-23℃
高邑,11日（周四）,晴,-12,-22℃
高邑,12日（周五）,晴转阴,-11,-20℃
深泽,27日（今天）,多云转晴,9,-6℃
深泽,28日（明天）,阴转小雪,11,-4℃
深泽,29日（后天）,小雨转多云,7,-7℃
赞皇,30日（周四）,小雨转多云,6,-9℃
赞皇,31日（周五）,多云转晴,11,-6℃
赞皇,1日（周六）,晴转多云,11,-3℃
赞皇,2日（周日）,多云,12,-3℃
无极,27日（今天）,扬沙转晴,15,-2℃
无极,28日（明天）,多云,14,0℃
无极,29日（后天）,多云,14,0℃
无极,30日（周四）,晴,12,-2℃
平山,31日（周五）,晴,15,1℃
平山,1日（周六）,晴,21,3℃
平山,2日（周日）,多云,22,3℃
平山,27日（今天）,扬沙转晴,13,-2℃
平山,28日（明天）,多云,14,1℃
平山,29日（后天）,多云,15,0℃
平山,30日（周四）,晴,14,2℃
平山,27日（今天）,扬沙转晴,12,-2℃
平山,28日（明天）,多云,12,1℃
平山,29日（后天）,多云,13,2℃
元氏,31日（周五）,晴,17,3℃
元氏,1日（周六）,晴,23,4℃
元氏,2日（周日）,多云,21,6℃
元氏,30日（周四）,晴,12,0℃
元氏,31日（周五）,晴,14,2℃
元氏,1日（周六）,晴,18,7℃
元氏,2日（周日）,多云,19,7℃
赵县,6日（今天）,阴转小雪,1,-3℃
赵县,7日（明天）,多云,2,-4℃
赵县,8日（后天）,晴,5,-2℃
赵县,27日（今天）,扬沙转晴,14,-3℃
赵县,28日（明天）,多云,14,1℃
赵县,29日（后天）,多云,14,1℃
赵县,30日（周四）,晴,13,0℃
赵县,27日（今天）,扬沙转晴,14,-2℃
赵县,28日（明天）,多云,14,1℃
赵县,27日（今天）,扬沙转晴,14,-3℃
赵县,28日（明天）,多云,14,1℃
赵县,29日（后天）,多云,14,1℃
赵县,30日（周四）,晴,13,0℃
辛集,9日（周二）,晴,5,-5℃
辛集,10日（周三）,晴,6,-4℃
辛集,11日（周四）,晴,6,-5℃
辛集,12日（周五）,多云转阴,4,-3℃
辛集,6日（今天）,小雪,0,-6℃
辛集,31日（周五）,晴,15,2℃
辛集,1日（周六）,晴,20,3℃
辛集,2日（周日）,多云,22,7℃
辛集,29日（后天）,多云,14,2℃
辛集,30日（周四）,晴,13,0℃
辛集,31日（周五）,晴,15,2℃
辛集,1日（周六）,晴,20,5℃
辛集,2日（周日）,多云,21,6℃
辛集,31日（周五）,晴,15,2℃
辛集,1日（周六）,晴,20,3℃
辛集,2日（周日）,多云,22,7℃
辛集,6日（今天）,阴转小雪,1,-5℃
辛集,7日（明天）,多云,2,-3℃
辛集,8日（后天）,晴,5,-3℃
辛集,9日（周二）,晴,6,-5℃
藁城,7日（明天）,多云,2,-4℃
藁城,8日（后天）,晴,5,-2℃
藁城,9日（周二）,晴,5,-5℃
藁城,10日（周三）,晴,6,-5℃
藁城,11日（周四）,晴,6,-5℃
藁城,12日（周五）,多云,4,-6℃
藁城,6日（今天）,阴转小雪,1,-6℃
藁城,7日（明天）,多云,1,-5℃
藁城,27日（今天）,扬沙转晴,12,-2℃
藁城,6日（今天）,阴转小雪,0,-4℃
藁城,7日（明天）,多云,1,-4℃
藁城,8日（后天）,晴,4,-4℃
藁城,10日（周三）,晴,5,-4℃
藁城,11日（周四）,晴,6,-5℃
藁城,12日（周五）,多云转阴,4,-4℃
晋洲,6日（今天）,阴转小雪,0,-7℃
晋洲,6日（今天）,阴转小雪,1,-4℃
晋洲,7日（明天）,多云,2,-4℃
晋洲,8日（后天）,晴,5,-5℃
晋洲,9日（周二）,晴,6,-9℃
晋洲,10日（周三）,晴,6,-8℃
晋洲,11日（周四）,晴,6,-7℃
晋洲,12日（周五）,多云,4,-7℃
晋洲,28日（明天）,多云,12,1℃
晋洲,29日（后天）,多云,13,2℃
晋洲,30日（周四）,晴,12,0℃
晋洲,31日（周五）,晴,14,2℃
晋洲,1日（周六）,晴,18,7℃
晋洲,2日（周日）,多云,19,7℃
晋洲,9日（周二）,晴,5,-6℃
晋洲,10日（周三）,晴,5,-5℃
晋洲,11日（周四）,晴,6,-5℃
晋洲,12日（周五）,多云转阴,3,-5℃
晋洲,6日（今天）,阴转小雪,1,-6℃
晋洲,7日（明天）,多云,1,-5℃
晋洲,8日（后天）,晴,4,-5℃
晋洲,9日（周二）,晴,5,-8℃
晋洲,6日（今天）,小雪,0,-5℃
晋洲,7日（明天）,多云,2,-4℃
晋洲,8日（后天）,晴,5,-3℃
晋洲,9日（周二）,晴,5,-7℃
新乐,7日（明天）,多云,1,-5℃
新乐,8日（后天）,晴,4,-4℃
新乐,9日（周二）,晴,5,-7℃
新乐,10日（周三）,晴,6,-8℃
新乐,11日（周四）,晴,5,-7℃
新乐,12日（周五）,多云,4,-8℃
新乐,8日（后天）,晴,5,-4℃
新乐,9日（周二）,晴,6,-7℃
新乐,10日（周三）,晴,5,-6℃
新乐,11日（周四）,晴,6,-5℃
新乐,12日（周五）,多云转阴,3,-4℃
新乐,10日（周三）,晴,6,-8℃
新乐,11日（周四）,晴,5,-7℃
新乐,12日（周五）,多云转晴,4,-6℃
新乐,10日（周三）,晴,5,-6℃
新乐,11日（周四）,晴,4,-4℃
新乐,12日（周五）,多云转晴,5,-4℃
保定,6日（今天）,阴转小雪,1,-6℃
保定,7日（明天）,多云,2,-5℃
保定,8日（后天）,晴,5,-5℃
保定,6日（今天）,阴转小雪,1,-6℃
保定,7日（明天）,多云,1,-4℃
保定,8日（后天）,晴,5,-4℃
满城,6日（今天）,小雪,0,-5℃
满城,9日（周二）,晴,5,-8℃
满城,10日（周三）,晴,6,-7℃
满城,11日（周四）,晴,6,-7℃
满城,12日（周五）,多云,3,-7℃
满城,9日（周二）,晴,5,-8℃
满城,10日（周三）,晴,5,-7℃
满城,11日（周四）,晴,6,-6℃
满城,12日（周五）,多云转晴,4,-6℃
满城,6日（今天）,阴转小雪,1,-5℃
满城,7日（明天）,多云,2,-4℃
阜平,7日（明天）,多云,2,-5℃
阜平,8日（后天）,晴,5,-3℃
阜平,9日（周二）,晴,5,-7℃
阜平,10日（周三）,晴,5,-6℃
阜平,11日（周四）,晴,5,-6℃
阜平,12日（周五）,多云转阴,3,-4℃
阜平,8日（后天）,晴,5,-5℃
阜平,9日（周二）,晴,5,-9℃
阜平,10日（周三）,晴,6,-8℃
阜平,11日（周四）,晴,6,-7℃
阜平,12日（周五）,多云转阴,3,-6℃
徐水,6日（今天）,阴转小雪,1,-5℃
唐县,7日（明天）,多云,1,-4℃
唐县,8日（后天）,晴,5,-4℃
唐县,9日（周二）,晴,6,-5℃
唐县,10日（周三）,晴,5,-4℃
唐县,11日（周四）,晴,6,-5℃
唐县,12日（周五）,多云转晴,4,-4℃
张家,6日（今天）,阴转小雪,1,-5℃
宣化,7日（明天）,多云,2,-4℃
宣化,8日（后天）,晴,5,-3℃
宣化,9日（周二）,晴,6,-6℃
宣化,10日（周三）,晴,5,-6℃
宣化,11日（周四）,晴,5,-7℃
宣化,12日（周五）,多云转晴,4,-5℃
宣化,6日（今天）,阴转小雪,1,-5℃
张北,6日（今天）,阴转小雪,1,-4℃
张北,7日（明天）,多云,1,-4℃
张北,8日（后天）,晴,5,-4℃
张北,9日（周二）,晴,6,-7℃
张北,10日（周三）,晴,6,-8℃
张北,11日（周四）,晴,6,-7℃
张北,12日（周五）,多云,3,-5℃
康保,7日（明天）,多云,2,-5℃
康保,8日（后天）,晴,5,-3℃
康保,9日（周二）,晴,5,-6℃
康保,10日（周三）,晴,7,-6℃
康保,11日（周四）,晴,5,-7℃
康保,12日（周五）,多云转晴,4,-5℃
康保,6日（今天）,多云转小雪,2,-7℃
康保,7日（明天）,阴转多云,3,-8℃
康保,6日（今天）,多云转小雪,2,-7℃
